(('voiceless', 'dental', 'oral', 'stop'),)	18
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	17
(('voiceless', 'velar', 'oral', 'stop'),)	16
(('voiceless', 'bilabial', 'oral', 'stop'),)	14
(('voiceless', 'glottal', 'oral', 'fricative'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	14
(('voiceless', 'glottal', 'oral', 'fricative'), ('voiceless', 'glottal', 'oral', 'fricative'))	13
(('voiced', 'dental-alveolar', 'oral', 'flap'),)	12
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'dental', 'oral', 'stop'))	12
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'))	12
(('voiceless', 'glottal', 'oral', 'fricative'),)	11
(('voiceless', 'glottal', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'))	11
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	11
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	11
(('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	10
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiceless', 'dental', 'oral', 'stop'))	10
(('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiceless', 'glottal', 'oral', 'fricative'))	10
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	10
(('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	9
(('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'dental', 'oral', 'stop'))	9
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiced', 'dental', 'nasal', 'stop'))	9
(('voiceless', 'dental', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	9
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	9
(('voiceless', 'labio-dental', 'oral', 'fricative'),)	8
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	8
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'dental', 'oral', 'stop'))	8
(('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	7
(('voiced', 'bilabial', 'nasal', 'stop'),)	7
(('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	7
(('voiced', 'bilabial', 'nasal', 'stop'), ('voiced', 'dental', 'nasal', 'stop'))	6
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'labio-dental', 'oral', 'fricative'))	6
(('voiced', 'dental', 'nasal', 'stop'),)	6
(('voiced', 'bilabial', 'nasal', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	6
(('voiced', 'bilabial', 'nasal', 'stop'), ('voiceless', 'dental', 'oral', 'stop'))	6
(('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiceless', 'bilabial', 'oral', 'stop'))	6
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	6
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'labio-dental', 'oral', 'fricative'))	6
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	6
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'))	6
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiced', 'dental', 'nasal', 'stop'))	5
(('voiceless', 'glottal', 'oral', 'fricative'), ('voiced', 'dental', 'nasal', 'stop'))	5
(('voiced', 'dental', 'nasal', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	5
(('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'))	5
(('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiceless', 'velar', 'oral', 'stop'))	5
(('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiced', 'velar', 'nasal', 'stop'))	5
(('voiceless', 'dental', 'oral', 'stop'), ('voiced', 'velar', 'nasal', 'stop'))	5
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'))	5
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	5
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	5
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	5
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'))	4
(('voiceless', 'glottal', 'oral', 'fricative'), ('voiced', 'velar', 'nasal', 'stop'))	4
(('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'), ('voiced', 'dental', 'nasal', 'stop'))	4
(('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'bilabial', 'nasal', 'stop'))	4
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	4
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	4
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	4
(('voiceless', 'dental', 'oral', 'stop'), ('voiced', 'bilabial', 'nasal', 'stop'))	4
(('voiceless', 'dental', 'oral', 'stop'), ('voiced', 'dental', 'nasal', 'stop'))	4
(('voiced', 'bilabial', 'oral', 'approximant'), ('voiceless', 'glottal', 'oral', 'fricative'))	4
(('voiced', 'bilabial', 'oral', 'approximant'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	4
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'bilabial', 'nasal', 'stop'))	4
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'dental', 'nasal', 'stop'))	4
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	4
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiced', 'bilabial', 'oral', 'approximant'))	4
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'))	4
(('voiceless', 'labio-dental', 'oral', 'fricative'), ('voiceless', 'dental', 'oral', 'stop'))	4
(('voiced', 'bilabial', 'nasal', 'stop'), ('voiced', 'bilabial', 'nasal', 'stop'))	3
(('voiceless', 'glottal', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'), ('voiceless', 'velar', 'oral', 'stop'))	3
(('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	3
(('voiceless', 'velar', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'), ('voiced', 'dental-alveolar', 'oral', 'flap'))	3
(('voiced', 'bilabial', 'nasal', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	3
(('voiced', 'bilabial', 'nasal', 'stop'), ('voiceless', 'velar', 'oral', 'stop'))	3
(('voiced', 'dental', 'nasal', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	3
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiced', 'velar', 'nasal', 'stop'))	3
(('voiceless', 'bilabial', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiced', 'bilabial', 'nasal', 'stop'))	3
(('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiced', 'bilabial', 'nasal', 'stop'))	3
(('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiceless', 'dental', 'oral', 'stop'))	3
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'), ('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	3
(('voiceless', 'dental', 'oral', 'stop'), ('voiceless', 'bilabial', 'oral', 'stop'), ('voiceless', 'glottal', 'oral', 'fricative'))	3
(('voiceless', 'dental', 'oral', 'stop'), ('voiced', 'dental-alveolar', 'oral', 'flap'), ('voiced', 'bilabial', 'oral', 'approximant'))	3
