h	ria	0.09090909090909091
hh	ngia	0.07692307692307693
k	na	0.125
kk	na	0.14285714285714285
kr	tia	0.3
krkr	tia	1.0
m	tia	0.2857142857142857
mn	ngia	0.16666666666666666
m	hia	0.14285714285714285
mm	tia	0.3333333333333333
pt	ria	0.2
p	hia	0.07142857142857142
pp	hia	0.25
p	ria	0.07142857142857142
pr	a	0.35294117647058826
r	hia	0.16666666666666666
rh	na	0.2
r	a	0.5
rtk	na	1.0
r	ngia	0.08333333333333333
rh	ina	0.1
r	mia	0.08333333333333333
rr	mia	0.1111111111111111
twh	tia	0.2857142857142857
tt	tia	0.16666666666666666
t	hia	0.05555555555555555
kh	tia	0.5714285714285714
r	tia	0.16666666666666666
wk	tia	0.5
wh	a	0.6666666666666666
wh	tia	0.3333333333333333
whn	tia	0.8
h	a	0.6363636363636364
k	a	0.3125
p	ina	0.14285714285714285
krrng	tia	1.0
hh	a	0.5384615384615384
hr	a	0.5714285714285714
hh	tia	0.38461538461538464
hn	tia	0.2
hk	a	0.5454545454545454
hkr	a	1.0
hkhk	a	0.6666666666666666
hmn	tia	1.0
hn	a	0.8
hng	a	0.5
hp	nga	0.5
hhk	tia	1.0
hpp	tia	1.0
hwh	tia	1.0
hrhr	a	1.0
hng	tia	0.25
hhr	tia	1.0
hk	ia	0.18181818181818182
hk	tia	0.09090909090909091
hng	na	0.25
hpk	na	0.5
hr	tia	0.14285714285714285
hw	a	1.0
hk	na	0.18181818181818182
hkhk	na	0.3333333333333333
hkmrmr	a	1.0
hnghng	a	1.0
hp	kia	0.5
hr	hia	0.21428571428571427
hr	mia	0.07142857142857142
hrm	a	1.0
h	hia	0.09090909090909091
h	ia	0.09090909090909091
h	ina	0.09090909090909091
hm	a	1.0
hnhn	a	1.0
hpk	tia	0.5
ht	a	1.0
nk	tia	0.2
n	a	0.16666666666666666
n	mia	0.5
k	ngia	0.0625
khk	na	1.0
k	nga	0.0625
kngk	tia	1.0
kpn	hia	0.25
kkh	ria	1.0
kkr	hia	0.5
kk	ria	0.2857142857142857
kk	a	0.5714285714285714
kng	a	0.5
kp	a	0.8
kp	hia	0.2
krk	tia	1.0
krng	hia	0.5
krpt	a	1.0
krwh	a	1.0
kr	a	0.5
kr	hia	0.2
kt	ina	0.1111111111111111
kt	a	0.6666666666666666
kt	hia	0.2222222222222222
k	ria	0.0625
k	tia	0.0625
kmt	tia	0.5
kpr	a	1.0
kwh	tia	1.0
kw	a	1.0
kwhk	na	1.0
kwr	tia	1.0
ktkt	a	1.0
kh	a	0.42857142857142855
kkn	tia	1.0
km	hia	0.25
kn	tia	1.0
k	ia	0.1875
k	ina	0.125
khr	tia	0.6666666666666666
khkh	a	1.0
khr	a	0.3333333333333333
kng	tia	0.5
kkr	tia	0.5
kmr	a	1.0
km	tia	0.25
kmt	a	0.5
knt	a	1.0
kpk	tia	0.5
kpk	na	0.5
kpn	a	0.5
kpn	tia	0.25
kpnpn	tia	1.0
krng	tia	0.5
krr	tia	0.5
krr	a	0.5
kwht	tia	0.5
kwhr	a	1.0
