pr	tia	10
wh	a	8
hr	a	8
tt	a	8
h	a	7
hh	a	7
pr	a	6
r	a	6
hk	a	6
kt	a	6
th	a	6
tp	a	6
k	a	5
hh	tia	5
kr	a	5
t	ina	5
p	a	5
pk	tia	5
pn	tia	5
rh	a	5
rr	a	5
t	a	5
tr	a	5
whkh	tia	5
kh	tia	4
wh	tia	4
whn	tia	4
hn	a	4
kk	a	4
kp	a	4
mr	a	4
pk	a	4
pt	a	4
rp	a	4
tk	a	4
tk	na	4
tpk	tia	4
twh	a	4
whkhr	a	4
whkt	a	4
kr	tia	3
hr	hia	3
n	mia	3
kpr	a	3
kh	a	3
k	ia	3
mk	a	3
p	ngia	3
pn	a	3
prm	tia	3
rng	hia	3
th	tia	3
tp	tia	3
tkr	tia	3
trw	tia	3
ttk	na	3
twhr	tia	3
tn	a	3
whwh	a	3
whk	tia	3
whkr	a	3
whkr	tia	3
whkm	a	3
whkpp	tia	3
whkpr	a	3
whkrr	a	3
whktt	ngia	3
whktp	ria	3
whkwh	a	3
wht	a	3
k	na	2
m	tia	2
pt	ria	2
r	hia	2
rh	na	2
twh	tia	2
tt	tia	2
r	tia	2
p	ina	2
hkhk	a	2
hng	a	2
hrhr	a	2
hhr	tia	2
hk	ia	2
hr	tia	2
hk	na	2
khk	na	2
kk	ria	2
kr	hia	2
kt	hia	2
kwhk	na	2
k	ina	2
khr	tia	2
kpn	a	2
km	a	2
mhr	tia	2
mh	a	2
mt	ria	2
mt	a	2
mn	tia	2
mtmt	a	2
m	a	2
mm	a	2
nt	a	2
nk	hia	2
nknk	hia	2
ng	a	2
nm	a	2
t	tia	2
ph	tia	2
phr	tia	2
pkr	a	2
png	a	2
pwhr	tia	2
ph	a	2
pp	a	2
prng	tia	2
rh	tia	2
rk	tia	2
rm	a	2
rn	a	2
rwhr	tia	2
rt	a	2
rk	hia	2
thth	a	2
tr	tia	2
tktk	na	2
tm	tia	2
tng	hia	2
tpp	tia	2
t	ria	2
thr	a	2
tng	tia	2
tpk	na	2
ttr	a	2
tktk	a	2
wr	a	2
wr	hia	2
whwh	ria	2
whr	tia	2
whkr	hia	2
whkt	ria	2
whkk	a	2
whkn	tia	2
whkh	a	2
whkhk	a	2
whkhhr	tia	2
whkp	tia	2
whkkr	tia	2
whkmhr	tia	2
whkmh	a	2
whkmm	tia	2
whkmn	a	2
whkmr	tia	2
whkmtt	ria	2
