('voiced, dental-alveolar, oral, flap',)	a	86
('voiced, dental-alveolar, oral, flap',)	tia	82
('voiceless, glottal, oral, fricative',)	a	58
('voiceless, dental, oral, stop',)	a	51
('voiceless, velar, oral, stop',)	tia	49
('voiceless, velar, oral, stop',)	a	41
('voiceless, glottal, oral, fricative',)	tia	39
('voiceless, velar, oral, stop',)	na	35
('voiced, dental, nasal, stop',)	tia	31
('voiced, dental, nasal, stop',)	a	29
('voiceless, bilabial, oral, stop',)	a	27
('voiced, velar, nasal, stop',)	tia	20
('voiced, bilabial, nasal, stop',)	tia	19
('voiced, dental-alveolar, oral, flap',)	hia	19
('voiceless, dental, oral, stop',)	tia	19
('voiced, bilabial, nasal, stop',)	a	19
('voiceless, labio-dental, oral, fricative',)	a	18
('voiceless, dental, oral, stop',)	ria	17
('voiceless, bilabial, oral, stop',)	tia	17
('voiced, velar, nasal, stop',)	a	14
('voiced, bilabial, oral, approximant',)	tia	12
('voiceless, labio-dental, oral, fricative',)	tia	10
('voiceless, velar, oral, stop',)	hia	10
('voiced, velar, nasal, stop',)	hia	9
('voiceless, dental, oral, stop',)	hia	8
('voiceless, velar, oral, stop',)	ia	8
('voiced, bilabial, oral, approximant',)	a	8
('voiceless, dental, oral, stop',)	ina	8
('voiceless, dental, oral, stop',)	ngia	7
('voiceless, bilabial, oral, stop',)	hia	6
('voiceless, bilabial, oral, stop',)	ria	6
('voiced, dental-alveolar, oral, flap',)	ngia	6
('voiced, dental, nasal, stop',)	mia	6
('voiceless, velar, oral, stop',)	ria	6
('voiceless, dental, oral, stop',)	kia	6
('voiceless, bilabial, oral, stop',)	ngia	6
('voiceless, glottal, oral, fricative',)	ngia	5
('voiceless, velar, oral, stop',)	ina	5
('voiced, dental-alveolar, oral, flap',)	mia	4
('voiceless, velar, oral, stop',)	ngia	4
('voiceless, bilabial, oral, stop',)	ia	4
('voiceless, glottal, oral, fricative',)	ria	3
('voiceless, glottal, oral, fricative',)	na	3
('voiceless, glottal, oral, fricative',)	ina	3
('voiceless, glottal, oral, fricative',)	ia	3
('voiced, dental, nasal, stop',)	ia	3
('voiced, bilabial, nasal, stop',)	hia	2
('voiceless, bilabial, oral, stop',)	ina	2
('voiceless, bilabial, oral, stop',)	kia	2
('voiced, dental, nasal, stop',)	hia	2
('voiced, dental, nasal, stop',)	kia	2
('voiced, bilabial, nasal, stop',)	kia	2
('voiceless, labio-dental, oral, fricative',)	ria	2
('voiced, dental, nasal, stop',)	ngia	1
('voiceless, bilabial, oral, stop',)	nga	1
('voiced, velar, nasal, stop',)	na	1
('voiceless, glottal, oral, fricative',)	hia	1
('voiceless, velar, oral, stop',)	nga	1
('voiced, bilabial, nasal, stop',)	ria	1
('voiceless, dental, oral, stop',)	na	1
('voiced, dental-alveolar, oral, flap',)	na	1
('voiceless, glottal, oral, fricative',)	kia	1
('voiceless, labio-dental, oral, fricative',)	ia	1
('voiceless, dental, oral, stop',)	kina	1
('voiced, velar, nasal, stop',)	ia	1
('voiced, bilabial, oral, approximant',)	ia	1
('voiced, dental-alveolar, oral, flap',)	ia	1
('voiced, bilabial, oral, approximant',)	kia	1
('voiceless, dental, oral, stop',)	ia	1
