wh	ria	33
whk	ria	30
r	hia	20
k	hia	20
wh	hia	18
whk	hia	18
w	ria	17
t	hia	15
m	hia	13
t	ria	13
w	hia	13
whkt	ria	13
h	hia	9
n	mia	9
k	ria	9
whkmāt	ria	9
n	hia	8
nk	hia	8
whkr	hia	8
p	hia	7
hr	hia	6
kk	ria	6
kr	hia	6
m	ria	6
māt	ria	6
whkmātt	ria	6
whktp	ria	6
r	mia	5
whkk	ria	5
whk	mia	5
whkm	ria	5
p	ria	4
kp	hia	4
kt	hia	4
nkn	hia	4
nknk	hia	4
rr	hia	4
rng	hia	4
rk	hia	4
tk	ria	4
tng	hia	4
wr	hia	4
wh	mia	4
whkp	hia	4
whkt	hia	4
mā	ria	3
nn	mia	3
tkp	ria	3
tt	ria	3
whwh	ria	3
whkn	mia	3
whkmā	ria	3
h	ria	2
pt	ria	2
āp	ria	2
āpt	ria	2
pp	hia	2
rr	mia	2
h	mia	2
hr	mia	2
kpn	hia	2
kāk	ria	2
kākh	ria	2
kk	hia	2
kkr	hia	2
krng	hia	2
km	hia	2
kōwh	hia	2
kōwht	hia	2
māk	hia	2
mākr	hia	2
māk	ria	2
mākt	ria	2
mn	hia	2
mnk	hia	2
mr	hia	2
mk	hia	2
mkm	hia	2
mkmk	hia	2
mm	hia	2
mmk	hia	2
mt	hia	2
rp	hia	2
rrp	hia	2
rn	hia	2
rīng	hia	2
rrng	hia	2
tāk	hia	2
tākr	hia	2
tkt	ria	2
tn	hia	2
t	mia	2
tn	mia	2
tp	hia	2
tīm	ria	2
tīmt	ria	2
tr	hia	2
tīw	hia	2
tīwr	hia	2
tūm	hia	2
tūmn	hia	2
tūmnk	hia	2
tp	ria	2
whkkk	ria	2
whkkkh	ria	2
w	mia	2
whkmt	ria	2
whkmtk	ria	2
whkng	mia	2
whkngr	mia	2
whkpn	hia	2
whkpt	hia	2
whkrt	hia	2
whkrng	hia	2
whktk	ria	2
whktkt	ria	2
whktāk	ria	2
whktākt	ria	2
whktāktk	ria	2
whktāktkt	ria	2
whktng	hia	2
whktngt	hia	2
whktngtng	hia	2
whktr	hia	2
whktrt	hia	2
whktrtr	hia	2
whktū	ria	2
whktūp	ria	2
whktūpt	ria	2
whr	hia	2
whīt	ria	2
whītk	ria	2
ā	ria	1
kā	ria	1
krn	hia	1
kō	hia	1
kōw	hia	1
mā	hia	1
pt	hia	1
ptō	hia	1
rī	hia	1
rīn	hia	1
rrn	hia	1
rū	hia	1
rūr	hia	1
rūrū	hia	1
tā	hia	1
tī	ria	1
tī	hia	1
tū	ria	1
tū	hia	1
whw	ria	1
whkrn	hia	1
whktā	ria	1
whktn	hia	1
whktngtn	hia	1
whā	ria	1
whāw	ria	1
whāwh	ria	1
whāwhā	ria	1
whī	ria	1
