a	797
aa	502
u	182
ā	181
aaa	160
o	158
i	109
au	89
aai	87
ai	81
e	78
ō	76
āa	54
uu	50
aao	50
aaā	46
ī	46
ii	44
aaaa	44
oo	38
aua	35
ao	33
ū	33
aia	32
aau	32
aae	32
āi	30
ee	30
ua	30
ui	28
ae	27
āu	25
aaau	25
aaai	24
ōa	22
īa	21
oi	20
oa	19
ue	19
ōi	18
aaii	18
aaoo	18
uuu	17
ou	16
ē	16
aaae	16
āe	15
aaō	15
āai	14
aaāa	14
aaao	14
eu	13
īo	13
oe	13
ūa	13
āau	12
eee	11
ia	11
iii	11
uiu	11
aaia	11
ōu	11
aiai	10
āui	10
aaaaa	10
auau	9
āii	9
io	9
oio	9
auo	9
āā	9
aaua	9
aaāo	9
aaaia	9
aoa	8
uuuu	8
ōe	8
aie	8
aaio	8
aauu	8
aaū	8
iia	7
uiui	7
iu	7
aaoi	7
āaa	7
aaaai	7
ooo	6
ūe	6
ie	6
ōai	6
ōii	6
aaee	6
aaoa	6
aaāi	6
auaa	5
eeee	5
īi	5
ooi	5
uai	5
āo	5
ūi	5
aaooo	5
aee	4
ea	4
aea	4
īaa	4
iiii	4
oou	4
oioi	4
aaiu	4
auoe	4
ei	4
ōo	4
āaaa	4
ēi	4
ueu	4
aue	4
aaea	4
aaaui	4
aaāau	4
aaiia	4
aaāoo	4
aoao	3
āuu	3
āee	3
aaāai	3
auae	3
eue	3
iai	3
īoi	3
oooo	3
aio	3
ōae	3
oai	3
ōeu	3
āea	3
āua	3
āae	3
ēe	3
ūā	3
ūaa	3
āāi	3
īoo	3
uui	3
uuo	3
aaei	3
aaaae	3
aaaee	3
aaie	3
aaāao	3
aaui	3
aaaoo	3
aaaiai	3
aaūa	3
aaāooo	3
eūa	3
āiii	2
āie	2
aii	2
auu	2
āio	2
aeae	2
eueu	2
īau	2
ooii	2
ooiio	2
ouo	2
ouou	2
ūee	2
ieu	2
aiā	2
aui	2
auā	2
ōue	2
ōuu	2
ouu	2
ōeue	2
ōio	2
āaaaa	2
āaia	2
īao	2
uaa	2
aiee	2
aiaāi	2
āaua	2
aoo	2
aaiii	2
eie	2
ēā	2
eei	2
īai	2
ōē	2
ūai	2
uua	2
uū	2
auao	2
īe	2
ueue	2
auee	2
auoeo	2
īoe	2
iiaa	2
īooo	2
oao	2
ūo	2
uea	2
uee	2
uo	2
aiu	2
eo	2
aiō	2
aiōe	2
aaauu	2
aaaaia	2
aaeo	2
aaōo	2
aaoooo	2
aaioi	2
aaoao	2
aaōe	2
aaoe	2
aaooe	2
aaāū	2
aaāā	2
aaāō	2
aaaau	2
aaiaa	2
aaōē	2
aauai	2
aaiai	2
aaī	2
aaīa	2
aaūe	2
aaue	2
aaaie	2
eū	2
āiiii	1
auē	1
āia	1
iaia	1
ooiioi	1
ieue	1
ieueu	1
ioi	1
aiāa	1
aiāau	1
aiou	1
auāu	1
auāua	1
oaa	1
ōua	1
ōau	1
ōeueu	1
ōaa	1
ōeo	1
ōoi	1
ōui	1
oee	1
āaiai	1
iaa	1
ōee	1
uaau	1
aiaā	1
aiaāie	1
āauau	1
aō	1
ēea	1
eiei	1
ēei	1
iui	1
iuiu	1
ōēē	1
ōoo	1
ooua	1
ooiu	1
ōuo	1
uae	1
ūāa	1
ūāai	1
ūae	1
uei	1
ūeu	1
uūa	1
āei	1
āoi	1
ēia	1
eeii	1
īea	1
ooui	1
ūū	1
aiao	1
aiau	1
āao	1
āuiu	1
āuiui	1
āoo	1
āāā	1
āue	1
āoa	1
auaaa	1
auaaai	1
auoi	1
auoeoe	1
auoo	1
āaau	1
āiu	1
īae	1
iee	1
iei	1
ioo	1
īoooo	1
oaoa	1
ūau	1
ūoo	1
ūio	1
ūaao	1
ueau	1
uoi	1
ūu	1
ūui	1
ūii	1
uuoa	1
aiaa	1
aiei	1
aiea	1
aiue	1
aiōeo	1
aaaua	1
aaaaau	1
aaeae	1
aaeaea	1
aaaaea	1
aaooi	1
aaōoe	1
aaioa	1
aaioio	1
aaāoe	1
aaāia	1
aaiī	1
aaoaoa	1
aaōee	1
aaooee	1
aaōu	1
aaōua	1
aaāūū	1
aaāu	1
aaāoa	1
aaāoi	1
aaāaa	1
aaāie	1
aaaoe	1
aaāōō	1
aaāaoa	1
aaāaoao	1
aaāaua	1
aaāauau	1
aaiiao	1
aaōi	1
aaōio	1
aaōā	1
aaaaao	1
aaōēē	1
aaoou	1
aaooua	1
aauae	1
aaūau	1
aaaii	1
aaaea	1
aaaeae	1
aaaiaa	1
aaāoooo	1
aaaaaa	1
aaauie	1
aaiaia	1
aaīaa	1
aaōū	1
aaūao	1
aaūeu	1
aauea	1
aauua	1
aaaiea	1
aaāe	1
aaāea	1
aaāii	1
aaeū	1
aaeu	1
aaeuu	1
aaiiai	1
eea	1
eeaa	1
eūai	1
īii	1
