ā	ia	1	0.0526	19
u	ria	21	0.1288	163
u	ngia	3	0.0184	163
i	tia	78	0.2857	273
i	na	29	0.1062	273
o	na	10	0.087	115
e	ngia	3	0.0226	133
o	hia	24	0.2087	115
u	tia	39	0.2393	163
i	ria	4	0.0147	273
u	a	83	0.5092	163
a	hia	8	0.0497	161
i	a	145	0.5311	273
o	ngia	4	0.0348	115
a	ina	18	0.1118	161
u	mia	6	0.0368	163
e	tia	41	0.3083	133
ē	tia	2	0.5	4
a	tia	91	0.5652	161
e	a	80	0.6015	133
o	tia	35	0.3043	115
a	a	20	0.1242	161
o	a	23	0.2	115
i	nga	2	0.0073	273
ī	a	2	0.5	4
a	ia	14	0.087	161
o	ia	5	0.0435	115
a	na	1	0.0062	161
u	kia	2	0.0123	163
o	mia	4	0.0348	115
u	hia	7	0.0429	163
i	hia	11	0.0403	273
ā	ngia	5	0.2632	19
ō	ia	1	0.1667	6
e	hia	6	0.0451	133
o	kia	5	0.0435	115
a	kia	1	0.0062	161
i	ngia	3	0.011	273
ō	hia	1	0.1667	6
ā	tia	8	0.4211	19
ō	ngia	1	0.1667	6
ū	ia	1	0.125	8
a	ngia	7	0.0435	161
ī	tia	2	0.5	4
ū	hia	1	0.125	8
u	na	1	0.0061	163
o	ria	5	0.0435	115
a	ria	1	0.0062	161
ō	kia	2	0.3333	6
ū	ria	2	0.25	8
ā	ina	1	0.0526	19
u	ia	1	0.0061	163
e	kia	2	0.015	133
e	kina	1	0.0075	133
ā	ria	2	0.1053	19
ē	ngia	2	0.5	4
ū	tia	3	0.375	8
ō	tia	1	0.1667	6
ā	kia	2	0.1053	19
ū	ngia	1	0.125	8
i	ia	1	0.0037	273
