ai	24
uu	22
au	21
aa	19
ii	19
ao	18
oo	18
ui	16
ae	14
ua	14
aaau	14
āai	13
ee	12
aai	11
aaai	11
oe	11
aiai	10
oi	10
aaaa	10
auau	9
eu	9
āau	9
oa	9
aaii	9
āii	8
ou	8
uuuu	8
āui	8
aaae	8
āi	7
uiui	7
aaoi	7
io	6
ue	6
ōai	6
ōii	6
aaio	6
aaoo	6
aia	5
eeee	5
uai	5
iu	5
aaia	5
aaa	5
aua	5
aaao	5
aaee	5
aauu	5
ā	4
aee	4
ea	4
aau	4
īaa	4
iiii	4
oioi	4
aaiu	4
āāi	4
aaoa	4
aaaaa	4
aoao	3
āuu	3
āee	3
auaa	3
auae	3
iia	3
iii	3
ia	3
īoi	3
īi	3
oooo	3
aao	3
ō	3
ōae	3
oai	3
ōi	3
āea	3
āua	3
āae	3
ēā	3
uui	3
aaea	3
aaei	3
aaaee	3
aaua	3
aaā	3
aaie	3
aaui	3
aaaoo	3
aaāai	3
aaaiai	3
āie	2
aii	2
aoa	2
auu	2
āio	2
aeae	2
āe	2
eueu	2
ī	2
īau	2
oou	2
ooi	2
ouou	2
ūee	2
iai	2
auoe	2
aui	2
ei	2
ie	2
ōue	2
ōuu	2
ouu	2
ōio	2
āaaaa	2
īao	2
ēi	2
aiee	2
aoo	2
aaiii	2
āaa	2
īai	2
ū	2
ūai	2
uua	2
auao	2
ueue	2
āao	2
aaaai	2
auee	2
īoe	2
uee	2
eo	2
āā	2
aaauu	2
aaaaia	2
aaeo	2
aaāea	2
aaaui	2
aaoooo	2
aaoe	2
aaāā	2
aaaau	2
aaāau	2
aaiaa	2
aauai	2
aaū	2
āiiii	1
auē	1
āia	1
iaia	1
ooiioi	1
ieueu	1
ioi	1
aiāau	1
aiou	1
auāua	1
o	1
oaa	1
ōua	1
oio	1
ōau	1
ōeu	1
ōeueu	1
ōaa	1
ōeo	1
ōoi	1
ōui	1
oee	1
āaiai	1
eee	1
iaa	1
ōee	1
uaau	1
aiaāie	1
āauau	1
aō	1
ēea	1
eiei	1
ēe	1
ēei	1
eei	1
iuiu	1
ōēē	1
ōoo	1
ooua	1
ooiu	1
ōuo	1
uae	1
ūāai	1
ūae	1
ūaa	1
uei	1
ūeu	1
uūa	1
āei	1
āoi	1
ēia	1
eeī	1
īea	1
ooui	1
ūi	1
ūū	1
uuu	1
aiao	1
aiau	1
āuiui	1
āoo	1
āāā	1
āue	1
āoa	1
aā	1
auaaai	1
auoi	1
auoeoe	1
auoo	1
āaau	1
āiu	1
īae	1
īoo	1
iee	1
iei	1
iiaa	1
iiā	1
ioo	1
īoooo	1
oaoa	1
ūā	1
ūau	1
ūoo	1
ūio	1
ūaao	1
ueau	1
uoi	1
ūui	1
uea	1
ūii	1
uaa	1
ūoa	1
aea	1
aiaa	1
aio	1
aiei	1
aiea	1
aiue	1
aae	1
aiōeo	1
aaaua	1
aaaaau	1
aaeaea	1
aaāe	1
aaē	1
aaooi	1
aaooo	1
aaōoe	1
aaioa	1
aaioio	1
aaāoe	1
aaāia	1
aaiī	1
aaoaoa	1
aaōee	1
aaooee	1
aaōua	1
aaāūū	1
aaaae	1
aaāu	1
aaāoa	1
aaāoi	1
aaāaa	1
aaāie	1
aaaoe	1
aaāōō	1
aaāaoao	1
aaāauau	1
aaīao	1
aaōio	1
aaōā	1
aaaaao	1
aaōēē	1
aaooua	1
aauae	1
aaūau	1
aaaii	1
aaāooo	1
aaaeae	1
aaaiaa	1
aaāao	1
aaāoooo	1
aaaaaa	1
aaauie	1
aaiaia	1
aaīaa	1
aaō	1
aaōū	1
aaūao	1
aaūeu	1
aauea	1
aauua	1
aaaiea	1
aaāii	1
aaeū	1
aaiiai	1
eūai	1
īii	1
