('oral',)	ria	5	0.0617	81
('oral', 'oral')	ngia	8	0.0308	260
('oral',)	na	3	0.037	81
('oral', 'oral')	na	13	0.05	260
('oral', 'oral')	tia	65	0.25	260
('oral', 'oral', 'oral', 'oral')	tia	25	0.266	94
('nasal',)	tia	3	0.2	15
('nasal', 'nasal')	ngia	1	0.0714	14
('nasal',)	hia	1	0.0667	15
('nasal', 'nasal')	tia	4	0.2857	14
('oral', 'oral')	ria	8	0.0308	260
('oral',)	hia	5	0.0617	81
('oral', 'oral')	hia	18	0.0692	260
('oral', 'oral')	a	130	0.5	260
('oral',)	a	34	0.4198	81
('oral', 'oral', 'oral')	na	14	0.0993	141
('oral',)	ngia	6	0.0741	81
('oral', 'oral')	ina	5	0.0192	260
('oral',)	mia	1	0.0123	81
('oral', 'oral')	mia	2	0.0077	260
('oral',)	tia	10	0.1235	81
('oral', 'nasal')	tia	21	0.3559	59
('oral',)	ina	10	0.1235	81
('oral', 'oral', 'oral')	a	38	0.2695	141
('oral', 'oral', 'oral', 'oral')	a	47	0.5	94
('oral', 'nasal', 'nasal')	tia	4	0.8	5
('oral', 'nasal')	a	28	0.4746	59
('oral', 'oral')	nga	1	0.0038	260
('oral', 'oral', 'oral')	tia	66	0.4681	141
('oral', 'oral')	ia	6	0.0231	260
('oral', 'nasal')	na	1	0.0169	59
('oral', 'oral', 'oral', 'oral')	na	5	0.0532	94
('oral', 'oral', 'nasal', 'oral', 'nasal', 'oral')	a	1	1.0	1
('oral', 'nasal', 'oral', 'nasal')	a	6	0.8571	7
('oral', 'oral')	kia	3	0.0115	260
('oral', 'oral', 'nasal')	a	11	0.3333	33
('oral',)	ia	5	0.0617	81
('nasal', 'oral')	tia	4	0.125	32
('nasal',)	a	5	0.3333	15
('nasal',)	mia	3	0.2	15
('oral',)	nga	1	0.0123	81
('oral', 'nasal', 'oral')	tia	8	0.5333	15
('oral', 'oral', 'nasal')	hia	3	0.0909	33
('oral', 'oral', 'oral')	ria	7	0.0496	141
('oral', 'oral', 'oral')	hia	7	0.0496	141
('oral', 'oral', 'nasal')	tia	18	0.5455	33
('oral', 'nasal')	hia	6	0.1017	59
('oral', 'nasal', 'oral')	a	5	0.3333	15
('oral', 'oral', 'nasal', 'oral', 'nasal')	tia	3	1.0	3
('nasal', 'oral', 'nasal')	tia	3	1.0	3
('nasal', 'oral', 'oral')	tia	5	0.625	8
('nasal', 'oral', 'oral', 'oral', 'oral')	tia	1	0.5	2
('nasal', 'oral')	a	20	0.625	32
('nasal', 'oral', 'nasal', 'oral')	a	4	0.5714	7
('nasal', 'oral', 'oral')	hia	1	0.125	8
('nasal', 'oral', 'oral')	ria	1	0.125	8
('nasal', 'nasal', 'nasal')	tia	1	1.0	1
('nasal', 'nasal', 'oral')	tia	2	0.5	4
('nasal', 'nasal', 'oral')	hia	2	0.5	4
('nasal', 'nasal')	a	6	0.4286	14
('nasal', 'oral')	hia	4	0.125	32
('nasal', 'oral', 'oral')	na	1	0.125	8
('nasal', 'oral', 'oral', 'oral', 'oral')	na	1	0.5	2
('nasal', 'oral')	ria	1	0.0312	32
('nasal',)	ria	1	0.0667	15
('nasal', 'oral', 'nasal', 'oral')	hia	3	0.4286	7
('nasal', 'nasal')	kia	1	0.0714	14
('nasal', 'oral')	kia	1	0.0312	32
('nasal', 'nasal')	ia	1	0.0714	14
